severity_1-day,severity_2-day,severity_3-day,severity_4-day,severity_5-day,severity_6-day,severity_7-day,total_deaths_hospital,hospital_name,cms_certification_number,countyfips,countyname,statename,system_affiliation,latitude,longitude
3,3,3,3,3,3,3,436.74,Richmond University Medical Center,330028,36085,Richmond,NY,"Not In Any System - ,",40.64,-74.11
3,3,3,3,3,3,3,436.51,Good Samaritan Medical Center,220111,25023,Plymouth,MA,"Steward Health Care System - Boston, MA",42.1,-71.07
3,3,3,3,3,3,3,432.38,Texas Health Fort Worth,450135,48439,Tarrant,TX,"Texas Health Resources - Arlington, TX",32.74,-97.34
3,3,3,3,3,3,3,430.08,Beverly Hospital,220033,25009,Essex,MA,"Beth Israel Lahey Health - Boston, MA",42.57,-70.88
3,3,3,3,3,3,3,429.6,Baylor University Medical Center,450021,48113,Dallas,TX,"Baylor Scott & White Health - Dallas, TX",32.79,-96.78
3,3,3,3,3,3,3,428.05,Stamford Hospital,70006,9001,Fairfield,CT,"Not In Any System - ,",41.06,-73.55
3,3,3,3,3,3,3,427.81,Valley Baptist Medical Center - Harlingen,450033,48061,Cameron,TX,"TENET Healthcare - Dallas, TX",26.17,-97.67
3,3,3,3,3,3,3,427.09,Saint Francis Medical Center,490136,51041,Chesterfield,VA,"Bon Secours Mercy Health - Cincinnati, OH",37.47,-77.66
3,3,3,3,3,3,3,426.89,Saint Mary Medical Center,390258,42017,Bucks,PA,"Trinity Health - Livonia, MI",40.2,-74.93
3,3,3,3,3,3,3,424.21,Laredo Medical Center,450029,48479,Webb,TX,"Community Health Systems, Inc. (CHS) - Franklin, TN",27.53,-99.48
3,3,3,3,3,3,3,423.57,Cooper University Hospital,310014,34007,Camden,NJ,"Not In Any System - ,",39.94,-75.12
3,3,3,3,3,3,3,421.29,Lexington Medical Center,420073,45063,Lexington,SC,"Not In Any System - ,",34,-81.11
3,3,3,3,3,3,3,420.46,Houston Methodist Hospital,450358,48201,Harris,TX,"Houston Methodist - Houston, TX",29.71,-95.4
3,3,3,3,3,3,3,418.9,Bethesda Hospital East,100002,12099,Palm Beach,FL,"Baptist Health South Florida - Coral Gables, FL",26.5,-80.07
3,3,3,3,3,3,3,418,Butler Memorial Hospital,390168,42019,Butler,PA,"Not In Any System - ,",40.87,-79.88
3,3,3,3,3,3,3,416.35,Inspira Medical Center Vineland,310032,34011,Cumberland,NJ,"Inspira Health Network - Vineland, NJ",39.45,-75.06
3,3,3,3,3,3,3,415.89,UCHealth Memorial Hospital Central,60022,8041,El Paso,CO,"UCHealth - Aurora, CO",38.84,-104.8
3,3,3,3,3,3,3,415.73,Saint Joseph's Medical Center,50084,6077,San Joaquin,CA,"CommonSpirit Health - Englewood, CO",37.97,-121.29
3,3,3,3,3,3,3,414.1,Englewood Hospital and Medical Center,310045,34003,Bergen,NJ,"Not In Any System - ,",40.9,-73.97
3,3,3,3,3,3,3,413.52,Kingman Regional Medical Center,30055,4015,Mohave,AZ,"Not In Any System - ,",35.22,-114.04
3,3,3,3,3,3,3,413.52,Cook Children's Medical Center,453300,48439,Tarrant,TX,"Cook Children's Health System - Fort Worth, TX",32.74,-97.34
3,3,3,3,3,3,3,412.14,Saint Francis Hospital,370091,40143,Tulsa,OK,"Saint Francis Health System - Tulsa, OK",36.07,-95.92
3,3,3,3,3,3,3,407.84,Good Samaritan Hospital Medical Center,330286,36103,Suffolk,NY,"Catholic Health Services of Long Island - Rockville Centre, NY",40.7,-73.29
3,3,3,3,3,3,3,406.26,Interfaith Medical Center,330397,36047,Kings,NY,"Not In Any System - ,",40.68,-73.94
3,3,3,3,3,3,3,405.42,McAllen Medical Center,450811,48215,Hidalgo,TX,"Universal Health Services, Inc. - King of Prussia, PA",26.19,-98.23
3,3,3,3,3,3,3,404.18,Doctors Community Hospital,210051,24033,Prince Georges,MD,"Luminis Health - Lanham, MD",38.98,-76.86
3,3,3,3,3,3,3,403.77,Northside Hospital Atlanta,110161,13121,Fulton,GA,"Northside Hospital - Atlanta, GA",33.91,-84.35
3,3,3,3,3,3,3,403.54,Lutheran Medical Center,60009,8059,Jefferson,CO,"SCL Health - Denver, CO",39.77,-105.09
3,3,3,3,3,3,3,402.46,Geisinger Wyoming Valley Medical Center,390270,42079,Luzerne,PA,"Geisinger - Danville, PA",41.26,-75.81
3,3,3,3,3,3,3,401.34,San Antonio Regional Hospital,50099,6071,San Bernardino,CA,"Not In Any System - ,",34.1,-117.64
3,3,3,3,3,3,3,400.36,El Centro Regional Medical Center,50045,6025,Imperial,CA,"Not In Any System - ,",32.78,-115.57
3,3,3,3,3,3,3,398.73,Antelope Valley Hospital,50056,6037,Los Angeles,CA,"Not In Any System - ,",34.69,-118.16
3,3,3,3,3,3,3,398.34,Mount Sinai  Queens,330258,36081,Queens,NY,"Mount Sinai Health System - New York, NY",40.77,-73.92
3,3,3,3,3,3,3,395.59,Danbury Hospital,70033,9001,Fairfield,CT,"Nuvance Health - Danbury, CT",41.41,-73.45
3,3,3,3,3,3,3,394.66,Willis-Knighton Medical Center,190111,22017,Caddo,LA,"Willis-Knighton Health System - Shreveport, LA",32.48,-93.78
3,3,3,3,3,3,3,393.82, Palisades Medical Center,310003,34017,Hudson,NJ,"Hackensack Meridian Health - Hackensack, NJ",40.79,-74
3,3,3,3,3,3,3,393.14,University Medical Center,450686,48303,Lubbock,TX,"Not In Any System - ,",33.59,-101.89
3,3,3,3,3,3,3,390.11,"Beaumont Hospital, Troy",230269,26125,Oakland,MI,"Beaumont Health - Royal Oak, MI",42.62,-83.09
3,3,3,3,3,3,3,389.29,M Health Fairview Ridges Hospital,240207,27037,Dakota,MN,"Fairview Health Services - Minneapolis, MN",44.75,-93.27
3,3,3,3,3,3,3,388.81,Emory University Hospital,110010,13089,De Kalb,GA,"Emory Healthcare - Atlanta, GA",33.79,-84.32
3,3,3,3,3,3,3,388.36,Desert Regional Medical Center,50243,6065,Riverside,CA,"Not In Any System - ,",33.84,-116.55
3,3,3,3,3,3,3,388.26,Children's Medical Center Dallas,453302,48113,Dallas,TX,"Children's Health - Dallas, TX",32.81,-96.84
3,3,3,3,3,3,3,388.05,Lowell General Hospital - Main Campus,220063,25017,Middlesex,MA,"Wellforce - Boston, MA",42.65,-71.34
3,3,3,3,3,3,3,386.75,"UCLA Medical Center, Santa Monica",50112,6037,Los Angeles,CA,"University of California Health - Oakland, CA",34.03,-118.49
3,3,3,3,3,3,3,386.71,The University of Texas Medical Branch Galveston Campus,450018,48167,Galveston,TX,"University of Texas System - Dallas, TX",29.31,-94.78
3,3,3,3,3,3,3,385.6,HonorHealth Scottsdale Shea Medical Center,30087,4013,Maricopa,AZ,"HonorHealth - Scotttsdale, AZ",33.58,-111.88
3,3,3,3,3,3,3,384.82,Sentara Northern Virginia Medical Center,490113,51153,Prince William,VA,"Sentara Healthcare - Norfolk, VA",38.64,-77.29
3,3,3,3,3,3,3,384.21,AMITA Health Saint Joseph Medical Center Joliet,140007,17197,Will,IL,"AMITA Health - Chicago, IL",41.53,-88.13
3,3,3,3,3,3,3,383.91,Providence Regional Medical Center Everett Colby Campus,500014,53061,Snohomish,WA,"Providence St. Joseph Health - Renton, WA",48,-122.21
3,3,3,3,3,3,3,380.91,Mercy Medical Center,50444,6047,Merced,CA,"CommonSpirit Health - Englewood, CO",37.34,-120.47
3,3,3,3,3,3,3,380.86,Santa Clara Valley Medical Center,50038,6085,Santa Clara,CA,"County of Santa Clara Health System - San Jose, CA",37.31,-121.93
3,3,3,3,3,3,3,379.24,Southside Hospital,330043,36103,Suffolk,NY,"Northwell Health - Great Neck, NY",40.72,-73.24
3,3,3,3,3,3,3,378.68,UNM Hospital,320001,35001,Bernalillo,NM,"University of New Mexico Hospitals - Albuquerque, NM",35.09,-106.62
3,3,3,3,3,3,3,378.4,Heritage Valley Beaver,390036,42007,Beaver,PA,"Heritage Valley Health System - Sewickly, PA",40.71,-80.32
3,3,3,3,3,3,3,378,Emanate Health Inter-Community Hospital,50382,6037,Los Angeles,CA,"Emanate Health - Covina, CA",34.09,-117.89
3,3,3,3,3,3,3,377.57,Parkview Regional Medical Center,150021,18003,Allen,IN,"Parkview Health - Fort Wayne, IN",41.19,-85.1
3,3,3,3,3,3,3,377.46,Spectrum Health Butterworth Hospital,230038,26081,Kent,MI,"Spectrum Health - Grand Rapids, MI",42.97,-85.66
3,3,3,3,3,3,3,376.01,Children's Mercy Adele Hall Campus,263302,29095,Jackson,MO,"Children's Mercy Hospital & Clinics - Kansas City, MO",39.08,-94.58
3,3,3,3,3,3,3,374.65,NCH Baker Hospital Downtown,100018,12021,Collier,FL,"NCH Healthcare System - Naples, FL",26.15,-81.8
3,3,3,3,3,3,3,374.4,Miami Valley Hospital,360051,39113,Montgomery,OH,"Premier Health Partners - Dayton, OH",39.74,-84.19
3,3,3,3,3,3,3,374.13,Anne Arundel Medical Center,210023,24003,Anne Arundel,MD,"Luminis Health - Lanham, MD",38.99,-76.54
3,3,3,3,3,3,3,374.01,University of Utah Hospital,460009,49035,Salt Lake,UT,"University of Utah Health - Salt Lake City, UT",40.77,-111.84
3,3,3,3,3,3,3,374,Texas Health Cleburne,450148,48251,Johnson,TX,"Texas Health Resources - Arlington, TX",32.33,-97.44
3,3,3,3,3,3,3,373.84,Memorial Hermann Southwest Hospital,450184,48201,Harris,TX,"Memorial Hermann - Houston, TX",29.69,-95.52
3,3,3,3,3,3,3,373.13,Advocate Lutheran General Hospital,140223,17031,Cook,IL,"Advocate Aurora Health - Downers Grove, IL",42.04,-87.85
3,3,3,3,3,3,3,371.78,Lawnwood Regional Medical Center & Heart Institute,100246,12111,St Lucie,FL,"HCA Healthcare - Nashville, TN",27.43,-80.35
3,3,3,3,3,3,3,370.33,UF Health Jacksonville,100001,12031,Duval,FL,"UF Health - Gainesville, FL",30.35,-81.66
3,3,3,3,3,3,3,370.16,Virginia Mason Memorial,500036,53077,Yakima,WA,"Not In Any System - ,",46.59,-120.55
3,3,3,3,3,3,3,369.8,Renown Regional Medical Center,290001,32031,Washoe,NV,"Renown Health - Reno, NV",39.52,-119.8
3,3,3,3,3,3,3,369.33,Winter Haven Hospital,100052,12105,Polk,FL,"BayCare Health System - Clearwater, FL",28.03,-81.73
3,3,3,3,3,3,3,366.25,Ohio State University Wexner Medical Center,360085,39049,Franklin,OH,"Ohio State University Medical Center - Columbus, OH",39.99,-83.02
3,3,3,3,3,3,3,365,Kent Hospital,410009,44003,Kent,RI,"Care New England Health System - Providence, RI",41.7,-71.48
3,3,3,3,3,3,3,363.91,Dignity Health - St. Rose Dominican Siena Campus,290045,32003,Clark,NV,"CommonSpirit Health - Englewood, CO",36.01,-115.12
3,3,3,3,3,3,3,363.75,Holy Name Medical Center,310008,34003,Bergen,NJ,"Not In Any System - ,",40.88,-74.01
3,3,3,3,3,3,3,359.82,Penrose-St. Francis Health Services,60031,8041,El Paso,CO,"Centura Health - Englewood, CO",38.87,-104.82
3,3,3,3,3,3,3,359.42,Hurley Medical Center,230132,26049,Genesee,MI,"Not In Any System - ,",43.02,-83.71
3,3,3,3,3,3,3,359,Fort Duncan Regional Medical Center,450092,48323,Maverick,TX,"Universal Health Services, Inc. - King of Prussia, PA",28.71,-100.45
3,3,3,3,3,3,3,358.76, Baylor Scott & White Medical Center Temple,450054,48027,Bell,TX,"Baylor Scott & White Health - Dallas, TX",31.08,-97.37
3,3,3,3,3,3,3,358.74,White Plains Hospital,330304,36119,Westchester,NY,"Montefiore Health System - Bronx, NY",41.03,-73.77
3,3,3,3,3,3,3,357,Geisinger Shamokin Area Community Hospital,390189,42097,Northumberland,PA,"Geisinger - Danville, PA",40.81,-76.57
3,3,3,3,3,3,3,356.66,Adventist HealthCare Shady Grove Medical Center,210057,24031,Montgomery,MD,"Adventist Healthcare - Gaithersburg, MD",39.1,-77.2
3,3,3,3,3,3,3,356.6,Anaheim Medical Center,50609,6059,Orange,CA,"Kaiser Permanente - Oakland, CA",33.85,-117.85
3,3,3,3,3,3,3,355.61,Saint Joseph Hospital,50069,6059,Orange,CA,"Providence St. Joseph Health - Renton, WA",33.78,-117.86
3,3,3,3,3,3,3,355.42,Bridgeport Hospital,70010,9001,Fairfield,CT,"Yale New Haven Health - New Haven, CT",41.19,-73.17
3,3,3,3,3,3,3,355.37,Memorial Hermann - Texas Medical Center,450068,48201,Harris,TX,"Memorial Hermann - Houston, TX",29.71,-95.4
3,3,3,3,3,3,3,354.89,Sharp Memorial Hospital,50100,6073,San Diego,CA,"Sharp Healthcare - San Diego, CA",32.8,-117.15
3,3,3,3,3,3,3,354.55,Osceola Regional Medical Center,100110,12097,Osceola,FL,"HCA Healthcare - Nashville, TN",28.3,-81.41
3,3,3,3,3,3,3,352.55,Massachusetts General Hospital,220071,25025,Suffolk,MA,"Partners HealthCare System - Boston, MA",42.36,-71.07
3,3,3,3,3,3,3,352.32,Denver Health,60011,8031,Denver,CO,"Not In Any System - ,",39.73,-104.99
3,3,3,3,3,3,3,351.8,Christ Hospital,310016,34017,Hudson,NJ,"CarePoint Health - Jersey City, NJ",40.73,-74.05
3,3,3,3,3,3,3,351.75,MedStar Southern Maryland Hospital,210062,24033,Prince Georges,MD,"MedStar Health - Columbia, MD",38.75,-76.88
3,3,3,3,3,3,3,351.27,Saint Anthony Hospital,60015,8059,Jefferson,CO,"Centura Health - Englewood, CO",39.72,-105.13
3,3,3,3,3,3,3,351.14,Presbyterian Hospital,320021,35001,Bernalillo,NM,"Presbyterian Healthcare Services - Albuquerque, NM",35.08,-106.64
3,3,3,3,3,3,3,350.36,Central Florida Regional Hospital,100161,12117,Seminole,FL,"HCA Healthcare - Nashville, TN",28.82,-81.28
3,3,3,3,3,3,3,349.48,Orange Regional Medical Center,330126,36071,Orange,NY,"Garnet Health - Middletown, NY",41.44,-74.37
3,3,3,3,3,3,3,349.43,Saint Mary's Hospital,490059,51087,Henrico,VA,"Bon Secours Mercy Health - Cincinnati, OH",37.58,-77.51
3,3,3,3,3,3,3,349.22,William P. Clements Jr. University Hospital,450044,48113,Dallas,TX,"University of Texas System - Dallas, TX",32.82,-96.85
3,3,3,3,3,3,3,349.15,Doctors Medical Center of Modesto,50464,6099,Stanislaus,CA,"TENET Healthcare - Dallas, TX",37.67,-121
3,3,3,3,3,3,3,348.98,Doylestown Hospital,390203,42017,Bucks,PA,"Not In Any System - ,",40.3,-75.14
3,3,3,3,3,3,3,348.17,Piedmont Medical Center,420002,45091,York,SC,"TENET Healthcare - Dallas, TX",34.96,-81.05
3,3,3,3,3,3,3,347.91,Medical Center Navicent Health,110107,13021,Bibb,GA,"Navicent Health - Macon, GA",32.83,-83.64
3,3,3,3,3,3,3,347.76,Excela Westmoreland Hospital,390145,42129,Westmoreland,PA,"Excela Health - Greensburg, PA",40.3,-79.56
3,3,3,3,3,3,3,346.92,Rady Children's Hospital - San Diego,53303,6073,San Diego,CA,"Not In Any System - ,",32.8,-117.15
3,3,3,3,3,3,3,345.6,Memorial Medical Center,50557,6099,Stanislaus,CA,"Sutter Health - Sacramento, CA",37.67,-120.98
3,3,3,3,3,3,3,345.22,McLaren Bay Region,230041,26017,Bay,MI,"McLaren Health Care - Flint, MI",43.59,-83.87
3,3,3,3,3,3,3,345.15,Northwestern Medicine Central DuPage Hospital,140242,17043,Du Page,IL,"Northwestern Medicine - Chicago, IL",41.87,-88.16
3,3,3,3,3,3,3,343.86,TriPoint Medical Center,360098,39085,Lake,OH,"Lake Health - Willoughby, OH",41.66,-81.24
3,3,3,3,3,3,3,343.8,Temple University Hospital,390027,42101,Philadelphia,PA,"Temple University Health System - Philadelphia, PA",40.01,-75.15
3,3,3,3,3,3,3,343.48,Summerlin Hospital Medical Center,290041,32003,Clark,NV,"Universal Health Services, Inc. - King of Prussia, PA",36.18,-115.32
3,3,3,3,3,3,3,343.41,San Joaquin General Hospital,50167,6077,San Joaquin,CA,"Not In Any System - ,",37.89,-121.29
3,3,3,3,3,3,3,343.26,The Miriam Hospital,410012,44007,Providence,RI,"Lifespan Corporation - Providence, RI",41.85,-71.4
3,3,3,3,3,3,3,342.44,Southern Ocean Medical Center,310113,34029,Ocean,NJ,"Hackensack Meridian Health - Hackensack, NJ",39.72,-74.29
3,3,3,3,3,3,3,342,Frederick Memorial Hospital,210005,24021,Frederick,MD,"Not In Any System - ,",39.42,-77.41
3,3,3,3,3,3,3,340.29,Ascension Sacred Heart Hospital Pensacola,100025,12033,Escambia,FL,"Ascension Health - Saint Louis, MO",30.48,-87.21
3,3,3,3,3,3,3,339.64,Pioneers Memorial Hospital,50342,6025,Imperial,CA,"Not In Any System - ,",32.96,-115.55
3,3,3,3,3,3,3,339.29,Chinle Comprehensive Health Care Facility,30084,4001,Apache,AZ,"Indian Health Service - Rockville, MD",36.16,-109.61
3,3,3,3,3,3,3,338.93,Mercy Catholic Medical Center - Mercy Fitzgerald Campus,390156,42045,Delaware,PA,"Trinity Health - Livonia, MI",39.93,-75.27
3,3,3,3,3,3,3,338.63,Lehigh Valley Hospital - Muhlenberg,390263,42095,Northampton,PA,"Lehigh Valley Health Network - Allentown, PA",40.65,-75.41
3,3,3,3,3,3,3,334.41,Norman Regional Hospital,370008,40027,Cleveland,OK,"Norman Regional Health System - Norman, OK",35.23,-97.44
3,3,3,3,3,3,3,334.24,Ascension Via Christi St. Francis,170122,20173,Sedgwick,KS,"Ascension Health - Saint Louis, MO",37.7,-97.33
3,3,3,3,3,3,3,334.16,University of Tennessee Medical Center,440015,47093,Knox,TN,"Not In Any System - ,",35.94,-83.95
3,3,3,3,3,3,3,334,Northside Hospital Cherokee,110008,13057,Cherokee,GA,"Northside Hospital - Atlanta, GA",34.25,-84.49
3,3,3,3,3,3,3,334,Piedmont Henry Hospital,110191,13151,Henry,GA,"Piedmont Healthcare - Atlanta, GA",33.51,-84.23
3,3,3,3,3,3,3,331.48,Brigham and Women's Hospital,220110,25025,Suffolk,MA,"Partners HealthCare System - Boston, MA",42.34,-71.11
3,3,3,3,3,3,3,331.43,Mission Hospital Mission Viejo,50567,6059,Orange,CA,"Providence St. Joseph Health - Renton, WA",33.56,-117.67
3,3,3,3,3,3,3,328.79,Mercy Medical Center,360070,39151,Stark,OH,"Sisters of Charity Health System - Cleveland, OH",40.81,-81.4
3,3,3,3,3,3,3,328.31,Princeton Medical Center,310010,34023,Middlesex,NJ,"Penn Medicine - Philadelphia, PA",40.34,-74.63
3,3,3,3,3,3,3,328.3,Our Lady of the Lake Regional Medical Center,190064,22033,East Baton Rouge,LA,"Franciscan Missionaries of Our Lady Health System - Baton Rouge, LA",30.4,-91.11
3,3,3,3,3,3,3,328.18,UCHealth University of Colorado Hospital,60024,8001,Adams,CO,"UCHealth - Aurora, CO",39.74,-104.84
3,3,3,3,3,3,3,327.67,Montefiore Wakefield Campus,330072,36005,Bronx,NY,"Montefiore Health System - Bronx, NY",40.89,-73.86
3,3,3,3,3,3,3,326.66, Downey Medical Center,50139,6037,Los Angeles,CA,"Kaiser Permanente - Oakland, CA",33.92,-118.13
3,3,3,3,3,3,3,326.27,WellStar Cobb Hospital,110143,13067,Cobb,GA,"WellStar Health System - Marietta, GA",33.86,-84.6
3,3,3,3,3,3,3,326.26,Lawrence General Hospital,220010,25009,Essex,MA,"Not In Any System - ,",42.71,-71.15
3,3,3,3,3,3,3,325.45,Saint Agnes Medical Center,50093,6019,Fresno,CA,"Trinity Health - Livonia, MI",36.84,-119.77
3,3,3,3,3,3,3,324.36,Saint Jude Medical Center,50168,6059,Orange,CA,"Providence St. Joseph Health - Renton, WA",33.89,-117.93
3,3,3,3,3,3,3,323.5,Broward Health Medical Center,100039,12011,Broward,FL,"Broward Health - Fort Lauderdale, FL",26.1,-80.14
3,3,3,3,3,3,3,323.05,California Hospital Medical Center,50149,6037,Los Angeles,CA,"CommonSpirit Health - Englewood, CO",34.04,-118.27
3,3,3,3,3,3,3,322.98,Baptist Memorial Hospital Memphis,440048,47157,Shelby,TN,"Baptist Memorial Health Care Corporation - Memphis, TN",35.13,-89.86
3,3,3,3,3,3,3,322.71,The Johns Hopkins Hospital,210009,24005,Baltimore,MD,"Johns Hopkins Medicine - Baltimore, MD",39.3,-76.59
3,3,3,3,3,3,3,318.68,Miller Children's and Women's Hospital Long Beach,53309,6037,Los Angeles,CA,"MemorialCare - Huntington Beach, CA",33.81,-118.18
3,3,3,3,3,3,3,317.92,Hennepin Healthcare,240004,27053,Hennepin,MN,"Not In Any System - ,",44.97,-93.26
2,2,2,2,2,2,2,314.89,DCH Regional Medical Center,10092,1125,Tuscaloosa,AL,"DCH Health System - Tuscaloosa, AL",33.21,-87.53
3,3,3,3,3,3,3,314.49,Providence Holy Cross Medical Center,50278,6037,Los Angeles,CA,"Providence St. Joseph Health - Renton, WA",34.28,-118.46
3,3,3,3,3,3,3,314.44,M Health Fairview University of Minnesota Medical Center,240080,27053,Hennepin,MN,"Fairview Health Services - Minneapolis, MN",44.97,-93.23
3,3,3,3,3,3,3,314.1,Nationwide Children's Hospital,363305,39049,Franklin,OH,"Not In Any System - ,",39.95,-82.98
3,3,3,3,3,3,3,314.04,Johns Hopkins All Children's Hospital,103300,12103,Pinellas,FL,"Johns Hopkins Medicine - Baltimore, MD",27.76,-82.64
2,2,2,2,2,2,2,313.96,Mercy Hospital,240115,27003,Anoka,MN,"Allina Health - Minneapolis, MN",45.18,-93.37
2,2,2,2,2,2,2,313.6,Mercy Health - Saint Elizabeth Youngstown Hospital,360064,39099,Mahoning,OH,"Bon Secours Mercy Health - Cincinnati, OH",41.11,-80.66
3,3,3,3,3,3,3,312.83,Yale-New Haven Hospital Saint Raphael Campus,70001,9009,New Haven,CT,"Yale New Haven Health - New Haven, CT",41.31,-72.94
3,3,3,3,3,3,3,312.53,Lawrence Memorial Hospital,220070,25017,Middlesex,MA,"Wellforce - Boston, MA",42.43,-71.11
3,3,3,3,3,3,3,312.48,Grady Memorial Hospital,110079,13121,Fulton,GA,"Not In Any System - ,",33.75,-84.38
3,3,3,3,3,3,3,312.02,Adventist Health Glendale,50239,6037,Los Angeles,CA,"Adventist Health - Roseville, CA",34.15,-118.23
3,3,3,3,3,3,3,311.97,Conemaugh Memorial Medical Center - Main Campus,390110,42021,Cambria,PA,"Duke LifePoint Healthcare - Brentwood, TN",40.31,-78.92
2,2,2,2,2,2,2,311.69,Milton S. Hershey Medical Center,390256,42043,Dauphin,PA,"Penn State Health - Hershey, PA",40.27,-76.67
3,3,3,3,3,3,3,311.64,Banner Gateway Medical Center,30122,4013,Maricopa,AZ,"Banner Health - Phoenix, AZ",33.38,-111.72
3,3,3,3,3,3,3,311,Novant Health Rowan Medical Center,340015,37159,Rowan,NC,"Novant Health - Winston-Salem, NC",35.68,-80.47
3,3,3,3,3,3,3,310.67,Cleveland Clinic Martin Medical Center,100044,12085,Martin,FL,"Cleveland Clinic Health System - Cleveland, OH",27.2,-80.24
2,2,2,2,2,2,2,310.57,Prisma Health Richland Hospital,420018,45079,Richland,SC,"Prisma Health - Columbia, SC",34.03,-81.04
3,3,3,3,3,3,3,309.67,Abbott Northwestern Hospital,240057,27053,Hennepin,MN,"Allina Health - Minneapolis, MN",44.95,-93.26
3,3,3,3,3,3,3,309.44,Newton-Wellesley Hospital,220101,25017,Middlesex,MA,"Partners HealthCare System - Boston, MA",42.33,-71.25
3,3,3,3,3,3,3,309.34,Children's Hospital Colorado,63301,8001,Adams,CO,"Not In Any System - ,",39.74,-104.83
3,3,3,3,3,3,3,309.12,Akron Children's Hospital,363303,39153,Summit,OH,"Not In Any System - ,",41.08,-81.53
3,3,3,3,3,3,3,309.12,Providence Sacred Heart Medical Center and Children's Hospital,500054,53063,Spokane,WA,"Providence St. Joseph Health - Renton, WA",47.65,-117.41
3,3,3,3,3,3,3,309.1,Yavapai Regional Medical Center - West,30012,4025,Yavapai,AZ,"Yavapai Regional Medical Center Health System - Prescott Valley, AZ",34.56,-112.48
